index,shape-type,vertex-index,axis-0,axis-1,axis-2
0,polygon,0,0.0,290.09513873780446,204.30704196005786
0,polygon,1,0.0,289.90277777020174,210.8484993422373
0,polygon,2,0.0,287.6475838433627,217.22490144359682
0,polygon,3,0.0,284.8593698678478,223.24759282496606
0,polygon,4,0.0,282.2551959681005,229.4717322580498
0,polygon,5,0.0,280.05249926489614,235.66972806195886
0,polygon,6,0.0,273.9068494226459,237.8568006242499
0,polygon,7,0.0,269.99154337859267,243.1580321670208
0,polygon,8,0.0,269.57966041208294,249.77238141581995
0,polygon,9,0.0,271.09536285122005,256.3720656770289
0,polygon,10,0.0,273.8805713700156,262.2490942081155
0,polygon,11,0.0,277.4090087848573,267.9890580074773
0,polygon,12,0.0,280.24549761108125,273.9419961145311
0,polygon,13,0.0,283.1667039529436,280.0603225581194
0,polygon,14,0.0,286.00344888687886,286.11522516829416
0,polygon,15,0.0,292.74367344600336,286.1074485086779
0,polygon,16,0.0,298.7782983979276,283.2070110157941
0,polygon,17,0.0,305.4285912192865,282.40307529068303
0,polygon,18,0.0,311.9135023354865,280.9214226880094
0,polygon,19,0.0,318.40877460959535,280.1081634361368
0,polygon,20,0.0,324.9991460841538,280.2013563810108
0,polygon,21,0.0,331.1796907567862,282.48081533138566
0,polygon,22,0.0,337.338414905235,284.639062626324
0,polygon,23,0.0,343.7499351868939,285.867084357277
0,polygon,24,0.0,349.8887359506852,288.1098799003594
0,polygon,25,0.0,356.30735442015714,289.24715725418855
0,polygon,26,0.0,362.7300947773494,290.48342540511027
0,polygon,27,0.0,368.9799929321569,292.66845415814277
0,polygon,28,0.0,375.19275809268277,294.8677342478252
0,polygon,29,0.0,380.87491289274266,298.00953654551773
0,polygon,30,0.0,387.2375768507215,299.4035086130462
0,polygon,31,0.0,392.7531493037093,302.8902322772245
0,polygon,32,0.0,398.4177904843462,306.26109382677623
0,polygon,33,0.0,404.2185357866553,309.3809818340212
0,polygon,34,0.0,410.3149779523564,311.6345901690966
0,polygon,35,0.0,416.1185505067731,314.5317749553662
0,polygon,36,0.0,421.80075485312335,317.7017062530681
0,polygon,37,0.0,427.5030027123,320.79417363126316
0,polygon,38,0.0,433.27148248790036,323.8853089309673
0,polygon,39,0.0,439.4104804915027,325.9875730365286
0,polygon,40,0.0,444.51782118710287,329.99316341447206
0,polygon,41,0.0,449.8270747381958,333.77475831502426
0,polygon,42,0.0,455.42020879573454,337.10536330831235
0,polygon,43,0.0,461.1322006623917,340.2110682061373
0,polygon,44,0.0,466.9064905033721,343.21564888592496
0,polygon,45,0.0,472.62334899678285,346.293100537779
0,polygon,46,0.0,478.33462618593325,349.37951972758356
0,polygon,47,0.0,483.4859505661579,353.33672984512685
0,polygon,48,0.0,489.80039409386455,354.81864809240193
0,polygon,49,0.0,492.44593268105604,352.38077738819584
0,polygon,50,0.0,494.23278305013497,348.9640807306622
0,polygon,51,0.0,496.1874030742292,343.4377794317223
0,polygon,52,0.0,497.81597893688155,339.2421207610032
0,polygon,53,0.0,498.8317174968063,335.5526864256891
0,polygon,54,0.0,500.2487123693707,331.1375965608508
0,polygon,55,0.0,502.17978178137076,326.9043318145328
0,polygon,56,0.0,499.76147833114265,324.7476259489391
0,polygon,57,0.0,493.22437330594977,319.10977684900473
0,polygon,58,0.0,487.39722340221874,314.7352084301246
0,polygon,59,0.0,482.51516022213156,310.55031533379616
0,polygon,60,0.0,477.7616156769033,306.41087851709773
0,polygon,61,0.0,472.74318365792584,302.61154132534654
0,polygon,62,0.0,467.7404520470106,297.9501797651807
0,polygon,63,0.0,462.888144738491,294.4987924024076
0,polygon,64,0.0,457.53746329859734,290.00355555269965
0,polygon,65,0.0,452.59424343081764,286.8092054596449
0,polygon,66,0.0,447.66672397110017,282.75283099817534
0,polygon,67,0.0,443.26112925485023,278.4472694710192
0,polygon,68,0.0,439.2708463147453,275.01158251630864
0,polygon,69,0.0,434.6379702003448,271.3486141634476
0,polygon,70,0.0,428.89388265184306,267.14802065905684
0,polygon,71,0.0,423.88330083689664,262.91767128309823
0,polygon,72,0.0,418.275582127285,258.3315218741301
0,polygon,73,0.0,412.3951257398929,254.51648427431638
0,polygon,74,0.0,407.55066863540435,250.63408472733607
0,polygon,75,0.0,401.4821818700179,245.30657938078127
0,polygon,76,0.0,396.3947429593165,242.92879737651097
0,polygon,77,0.0,390.9750546276992,239.85511571428398
0,polygon,78,0.0,384.2325738718925,236.02437770640782
0,polygon,79,0.0,377.966561579923,232.07297126770376
0,polygon,80,0.0,371.6926990839225,228.55257701320713
0,polygon,81,0.0,363.7716449468477,223.14821457089712
0,polygon,82,0.0,355.93529810955897,215.46027257269168
0,polygon,83,0.0,350.58461666966576,210.96503572298374
0,polygon,84,0.0,345.53642877912023,206.43219279767695
0,polygon,85,0.0,341.5759017105829,203.73001157652197
0,polygon,86,0.0,335.5809821518369,201.46504779904834
0,polygon,87,0.0,329.65342454025733,200.2360833044784
0,polygon,88,0.0,322.3497680208268,198.80959328332565
0,polygon,89,0.0,316.7325541626267,197.11201052894947
0,polygon,90,0.0,311.1372459719632,196.57894569233625
0,polygon,91,0.0,305.5340875772681,196.47689303993036
0,polygon,92,0.0,300.6565847120976,196.7760967001641
0,polygon,93,0.0,296.26960577426956,198.55016203153997
0,polygon,94,0.0,293.0769006257719,201.03582742893508
1,polygon,0,1.0,289.3312880722801,202.7686028062481
1,polygon,1,1.0,289.36286543929293,209.3128117190671
1,polygon,2,1.0,287.3271701381631,215.7626448988348
1,polygon,3,1.0,284.7466641626257,221.8772125498377
1,polygon,4,1.0,282.3569833419858,228.1868130885453
1,polygon,5,1.0,280.3676500875579,234.45654816703217
1,polygon,6,1.0,274.3004328057101,236.85262262979933
1,polygon,7,1.0,270.5688089147907,242.2847180289421
1,polygon,8,1.0,270.3834869288643,248.9092873979444
1,polygon,9,1.0,272.12411985606536,255.45324516403662
1,polygon,10,1.0,275.10878875575276,261.23153231574656
1,polygon,11,1.0,278.83156147603273,266.8474043122915
1,polygon,12,1.0,281.8700780147634,272.69980195868965
